"","msno","is_churn","is_duplicate","city","age","gender","registered_via","registration_init_time","payment_method_id","payment_plan_days","plan_list_price","actual_amount_paid","is_auto_renew","is_cancel","n_transactions","payment_price_diff"
"565","AEaFlBLx/TSzFTMiov+lHRUIqe212096TBe5EYVbX84=",0,0,5,18,1,9,20141114,27,302.5,1341,1341,0,0,2,0
"566","EzZcniNKSXRGA4oNxDBva3YfCiqStPRGJuUV14uKgrA=",0,1,5,26,1,3,20141002,40,30,149,149,1,0,20,0
"567","wIaz2UwTTcV0sdeTuY6jiPaMuQN3OgMSfnUUB5Ait8g=",0,0,4,26,2,7,20110703,41,28.695652173913,142.521739130435,149,1,0,23,-6.47826086956522
"568","VC7Po0v7XCqE5VZvvCXsyRSZEK4SwB4CWCQazf39hoQ=",0,1,13,29,2,9,20060708,33,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"569","jHaTC4YN8BvaSWukzJQKD9pw/O0ptdVpv8BLKCSvpq4=",0,1,14,36,2,7,20120209,41,28.8461538461538,143.269230769231,149,1,0,26,-5.73076923076923
"570","C7C5L3h9NQrv4/EBmfHzvL1keSquL8fUafSWA1RSpAE=",0,1,5,31,2,9,20110125,40,28.7,141.55,149,1,0,20,-7.45
"571","cupwwqeG+2DBs8zPL4oMPmCkFO7LyKGU/4kf0PF04pI=",0,1,4,24,2,7,20160210,41,30,99,99,1,0,13,0
"572","c1a6gmji2ojAP5/UiyQkmK33oMgY0RZJXg4S436DoAA=",0,1,11,27,2,7,20111127,41,28.8461538461538,143.269230769231,149,1,0,26,-5.73076923076923
"573","WYHKZNfJ7YVXonKJaoLTvuaRQHvygmh/1JxkcXVDCoA=",0,1,17,24,2,9,20150317,33.375,22.5,115.625,152.875,1,0.0416666666666667,24,-37.25
"574","DNIjFdkBu6Trq1Uu3w/OhkqJGmVM++hvCjCJ/rNnKsQ=",0,1,15,26,1,3,20121130,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"575","DxWIfeFk/V8vnzxptlTwPhHKad15iF+XTPNRYw65GKs=",0,0,15,45,2,9,20051111,34,21.4285714285714,106.428571428571,149,1,0,21,-42.5714285714286
"576","RuBk+sTMZy9JZQ/GhJ3H7PVULl9JNo269YmTSAFWbD0=",1,1,4,34,1,9,20110322,38,24.5454545454545,121.909090909091,149,0,0,11,-27.0909090909091
"577","pGHS/cCuivMuY8n6ZkQDOSCKSvh886RdjWa7g3FFrfQ=",0,1,15,21,1,9,20100804,39,28.7142857142857,141.904761904762,149,1,0.0476190476190476,21,-7.09523809523809
"578","CwHqc5LX9/G/dWiCOKIo2JZhvMirTzAP5mqVXP4W8z0=",0,1,5,23,2,7,20160302,41,30,99,99,1,0,12,0
"579","lTvV5Kr2G/5kv1IGQuU48P86oj1HZrJQy/JNjzPYR18=",0,1,4,26,2,4,20160816,39,30,149,149,1,0,5,0
"580","VK6SaJ+/x5y8YK57/K8gzF5lC9s6Y90spaHY+sl3yrQ=",0,1,14,27,1,9,20150630,37.3333333333333,156.666666666667,695.333333333333,695.333333333333,0.666666666666667,0,3,0
"581","JLJf55DoJrg3DsLuQvRpYSned0P2A/i1JblnUdGN6rY=",0,1,13,28,1,9,20070609,37,30.1538461538462,149,149,1,0,26,0
"582","lhJKZZY8RrcOGBAi8L7ieh4r2uJJoXODkJAbHAsSQ0Y=",0,1,8,23,2,7,20160129,41,30,99,99,1,0,9,0
"583","DA+t9GAsKVTRsu7ZsvEqyMeUjKd2VkQ+tLYDX1J/JXU=",0,1,13,32,2,3,20120102,37.0769230769231,29,156.692307692308,162.423076923077,0.653846153846154,0.0384615384615385,26,-5.73076923076923
"584","JVe73tVUba0vF96n/gKZ925CYXxDrJkPGcDVkrARqKg=",0,1,13,33,1,9,20050220,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"585","P7pz+F7DBRJzTVblCPNXB7CAsl5xi1YEMUkapWK13Mk=",0,1,6,29,1,9,20060221,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"586","ga8OlHLvVuZyC5F8Tv5JZR092UqfPbKCvZ4YdGfrESw=",1,0,5,25,2,3,20170124,36,30,180,180,0,0,1,0
"587","dt69x/27XbxB4YMJgHu/8zbVGiicmjVKLQ1oPEfyYe8=",0,1,5,45,1,7,20100421,41,30,149,149,1,0,26,0
"588","i2ygdlJZDsqGs4YAWESiFPTjFeqwaH08vgyTqc1m+Ow=",0,1,3,38,2,9,20060108,11,30.1923076923077,149,149,1,0,26,0
"589","8TDSmd/oG8il+FyyqDAq5RJL+qHt/6NYZ2LCDLZkLo4=",0,1,13,29,1,7,20151227,41,30,99,99,1,0,15,0
"590","1CGVgJfJLFXEMKlsss1IzAvVRhK4oxcEiedlvv6LLkQ=",0,1,15,21,2,9,20141111,36.695652173913,30,162.695652173913,162.695652173913,0,0,23,0
"591","YcgM+QEKlR2uBXIMEz6lEu6GRJ2hUqETt63xKGZFzcE=",0,1,6,35,2,9,20110101,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"592","5HzThenVMaeBOhfnZCAqm35JGVe1fDlXK/e4XQHe2Ek=",0,1,13,39,1,3,20120523,38.8571428571429,28.7619047619048,141.952380952381,141.952380952381,0.952380952380952,0.0952380952380952,21,0
"593","/+xXeyu1LBVDixl7YHosxPjcIYF38yw1bwPVK6yZoNo=",0,1,13,31,2,9,20100912,37,30.1538461538462,149,149,1,0,26,0
"594","lc7Y4NlcyuP1VDWGo02WMFcP6refu7yPcOylPPKiKIc=",0,1,22,29,1,9,20050621,19,21.4285714285714,106.428571428571,149,1,0,21,-42.5714285714286
"595","F1sxhaz1mf/OmLrafEB3rfQWafBHGpPWzy3zA3h0CBc=",0,1,13,31,1,9,20060625,37,30.1538461538462,149,149,1,0,26,0
"596","fRM8sm/vmP9MbzKQtrE/dnPfMEQTGljPgbZcxzoBH8M=",0,1,6,59,2,9,20050917,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"597","C957Xaq6mrw8M/rm6Xd5A6CTD7vJqawCyWwNEnIJOJU=",0,1,6,36,2,4,20160524,39.3333333333333,60,258.333333333333,258.333333333333,0.666666666666667,0,3,0
"598","yDTpeZ+Oh0VZjjyXGJyy5XnBznlGa832A+Hljm8oGLw=",0,1,5,22,2,9,20131205,37,30,149,149,1,0,3,0
"599","fM+e+itR16p3aNg6q0Wj1yFJnsJGoxi3auIRvvJq9Ec=",0,1,6,27,2,7,20140130,41,28.8461538461538,118.769230769231,124.5,1,0,26,-5.73076923076923
"600","luGmCtNrXhhR4/2hE0+gqeL5v8GeLPVdqGllSKlBWHE=",0,1,22,22,1,9,20080704,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"601","geoMb/Ma11UyN+cnn+4I2nl2uiEifksQLFiejyat/x4=",0,1,12,32,1,4,20151204,37,30,149,149,1,0,15,0
"602","+ee/xb9K8ApAa4ea1Q7HHhu0rvI8kGJly+A0HsXrDU0=",0,1,11,23,1,3,20130815,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"603","UClpw4ZqofBEYJTtz6MPxUPb4NOTFNyqIyBeO+Fgffk=",0,1,13,34,2,9,20091107,33,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"604","idqVzczaVtF9+zzRxdEYlWecs0cTYMEv5QQ9wsznqrE=",0,1,13,31,1,9,20090428,40,30.1904761904762,149,149,1,0.0476190476190476,21,0
"605","J2v5rNdA61xkdj6rGil1683D4T4PVoEvZQdXb0KkX7g=",0,1,13,26,1,7,20120413,41,28.9285714285714,135.107142857143,140.428571428571,1,0.0357142857142857,28,-5.32142857142857
"606","oLhy0Pi7n+ZHKTXlUn+RzjhBwUhzwWKkwAgAu95v1sg=",0,1,15,22,2,7,20130124,41,28.9655172413793,128.689655172414,133.827586206897,1,0.0689655172413793,29,-5.13793103448276
"607","sVNXmqrINoe0DCytlNbWj26G4bMAc9Fg8de8thg56Yo=",0,1,5,38,1,7,20110512,41,28.8888888888889,115.703703703704,121.222222222222,1,0.037037037037037,27,-5.51851851851852
"608","qfgWXBgnF6WRmfc/TS/a5V5/s/mZf/zdBb3S1atw9bs=",0,1,15,22,2,3,20131012,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"609","Qybhvt0p1QR+5RJGUeAqJoiytDsb83RmhY1Qo6Y5e50=",0,1,13,24,1,7,20130529,41,28.9285714285714,131.607142857143,136.928571428571,1,0.0714285714285714,28,-5.32142857142857
"610","S2x8wWHe99ARBvYbJCzYC+arVZioBJs1BsSHi9r2nFI=",0,1,4,27,2,3,20140314,37,30,149,149,1,0,12,0
"611","Uw+m+nVFTaLQpgPk0e+BtlMQ8tlLAeafQjUuRMwHdSo=",0,1,5,41,1,7,20101221,41,30,129,129,1,0,26,0
"612","8SKv1RWaJRplwSMhhHu7fK5vq0YOd91n/EKbpjpCbCo=",0,0,15,17,1,4,20170126,36,30,180,180,1,0,1,0
"613","sRW6nmVpV8hG771DkbdD71kc+YSbqhDs/saVpQi3xA8=",0,1,5,34,1,7,20130227,41,28.8461538461538,110.576923076923,109.384615384615,1,0.0384615384615385,26,1.19230769230769
"614","AnfUK3NbyuXrclxwpkO7L0NrZ50R8BZn+GIRslJWPSU=",0,1,22,36,1,3,20150430,40,28.6363636363636,142.227272727273,149,1,0,22,-6.77272727272727
"615","cZf0edBaZruw2yjpiZFMVbhyCfWqbclKIQIMGccBqqI=",0,1,15,34,2,9,20081027,37,29,143.269230769231,149,1,0,26,-5.73076923076923
"616","0oqIly5MZtcmNSNo55aiQz+B/grvTNPc6AgSAt5uCZg=",0,0,5,26,2,9,20151214,32,410,1788,1788,0,0,1,0
"617","LfeDZnwJuGNN7biNI0EvpLKy4PROCG57THLM3o3ry7w=",0,1,3,43,2,9,20101122,33,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"618","aaKDSf4tgdY5JIRnyDVOPt4KCODRZLW4eo4KmKFhwoQ=",0,1,6,22,1,7,20160919,41,30,99,99,1,0,6,0
"619","woqWDAiogA+S5NrdI397oHkxI7NwXGv6Ef6/6S4jS2U=",0,1,5,52,2,9,20110114,40,30.1538461538462,149,149,1,0,26,0
"620","BhgxvX3Lskifg3m/ds8l0I611f7iIRpT6YJFGhIo0/o=",0,1,4,34,1,9,20080219,33,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"621","9RcQgq6ugmk3NavLNf61hf5VD+lIdFpS/wRXInMFEFA=",0,1,21,23,1,9,20131106,40,29.037037037037,143.481481481481,149,1,0.037037037037037,27,-5.51851851851852
"622","rMxn73eJ3TNI1NoTIyt7qW6e5RwTiiKbXAhMLpx25FI=",0,1,15,33,1,9,20110319,39.6875,28.3125,139.6875,149,1,0.0625,16,-9.3125
"623","RjILT6LO5P1DkOt4cvjkCQGUg459h5QzHdNiZjlzwX8=",0,1,15,23,1,7,20151029,41,30,99,99,1,0,16,0
"624","CSxI56wc9SJUNVsy2IHixFkgVUMo/n/cVDjYdUyB6js=",0,1,5,38,2,3,20121228,38.8148148148148,30.1851851851852,158.185185185185,158.185185185185,1,0.037037037037037,27,0
"625","tsxAsSwdPAjR9DcEVkvDIofPAkB5M4rASRD/YxBoXEo=",1,0,1,47,2,3,20141220,31.5,18.5,75,75,0,0,4,0
"626","y46QN4WRuzZezU156ba7q+x0pQQpph8w5h2ACXZEsy4=",1,0,13,23,2,9,20100926,12,410,1788,1788,0,0,1,0
"627","xALfR9xOpA3WcUD/wtp56mNmlL43+0ArVDZ7ZPBQ018=",1,1,5,21,1,3,20140806,37,35.8333333333333,176.583333333333,176.583333333333,0.5,0.0833333333333333,12,0
"628","X+AdA9uObllpbYOr71QOu3cUfUQ0ELNsPPxtwYVHrJY=",0,1,13,26,1,7,20120915,41,28.9655172413793,132.896551724138,137.344827586207,1,0.0689655172413793,29,-4.44827586206897
"629","yuQnFyLbowaAz3fvBypZ6F3yRwJ0ZLXlHWRBVnRVFNU=",0,1,5,29,2,7,20160125,41,30,99,99,1,0,14,0
"630","KF/zHPo4gbRbSdzD3ANf8mgkpebGyClBAZF0LHcSZrs=",0,1,13,18,2,9,20150509,38,28.5,141.55,149,0,0,20,-7.45
"631","M+N4PXYvMBI5lLW/ba+z8LedMo6SJFUZizZq39I7Lx4=",0,1,13,30,1,9,20050919,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"632","OskQ873Rl5lCovsqWRuccVIR4nNhJwHZya8aB1s6gLM=",0,1,13,31,2,9,20051202,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"633","G2ZsVW7YDx4CL8isN49TVnd038M/OaFEVkw/mjq1yC0=",0,1,13,33,1,4,20160212,34.6666666666667,130,407,407,0.333333333333333,0,3,0
"634","2DU6MoXO9lyYfavmtnxFFydmJ0ldf5TwdDXmjEHEwi4=",0,1,13,33,2,3,20140714,35.5,27.8461538461538,137.884615384615,149.384615384615,0.615384615384615,0.0384615384615385,26,-11.5
"635","33gfCXYd9GWMCrBvhI64yfSfAMf4WoxzxtFmYdxIJFA=",0,1,4,32,2,3,20150131,33,22.1739130434783,110.130434782609,149,1,0,23,-38.8695652173913
"636","PexPpM/OVRN5FXKHqnPNoCPpeymhDr66kKXg+RWWILg=",0,0,6,20,2,3,20150321,36.8,30,167.6,167.6,0.6,0,5,0
"637","z7GCN1CX0Erot99SgS2zjrfpSGBSachi5c8XmzceHFY=",0,1,13,18,2,4,20170107,38,30,149,149,0,0,2,0
"638","5D+RqQ0aU4WKdvWaZcG8gnujRya8t1Q0B0Rkwohq/4Q=",0,1,14,33,2,9,20140801,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"639","C23QaYwWu5dAQgw6F5yI2/9WykqesCRuO+Ayoh+3Idc=",0,1,15,30,2,9,20170118,39,30,149,149,1,0,2,0
"640","C1hVE/Dh0w4AyqoCOes7AqLZ/hXL68xTlwSJ+3mFaPs=",0,1,5,20,2,9,20150816,39,30,156.75,156.75,1,0.05,20,0
"641","dPvD/sF4g/Imuxf5GuFU9ED7xBqkcWrg5bI66QZjuAg=",0,0,13,21,2,3,20121230,37,220,969,969,0,0,2,0
"642","UYgfVEI0GAdzfnFyFg1o0rdvBaLtlNgNy3XoCJvL0Lw=",0,1,13,46,1,7,20110704,41,28.8888888888889,134.592592592593,140.111111111111,1,0.037037037037037,27,-5.51851851851852
"643","iOdVo3UGNdwFINgaAv/P3a6Fag125Te2mv8i9NOQ1fA=",0,1,5,32,1,7,20130605,41,28.3783783783784,131.756756756757,135.756756756757,1,0.0810810810810811,37,-4
"644","IA9agPgcChpIfStXQq7WSRhV6F8PeiLwkCx+RooE3eQ=",0,1,22,25,2,9,20070724,40,28.7,141.55,149,1,0,20,-7.45
"645","q/MbE8ZzsJ5CxEg6TbP4Fl0dtW15IFViCdRCqqIW6/k=",0,1,5,21,1,7,20151017,41,30,149,149,1,0,17,0
"646","ULm837rbfDr25AB57M7O1I2JpizTnMH95LUqkxtKHvQ=",0,1,5,40,2,9,20080523,25.4,25.4,119.2,79.2,0.8,0,5,40
"647","faQPw7u9wzqimTaDGBxE7eZgjw4MUSRnReADVQ0VhXI=",0,1,13,33,1,9,20060627,40,28.9615384615385,143.269230769231,149,1,0,26,-5.73076923076923
"648","wHTj6DG9xqSC59xLU4ioSYBdj/XluuljA5tUWhXyqB0=",0,1,5,44,2,4,20151226,31.0769230769231,30,161.538461538462,161.538461538462,0,0,13,0
"649","+vYXnM8JtBGMOHSVkWLxKGCoGTP8A9b3QgGrUP1k+nQ=",0,1,13,41,1,9,20070427,31,30,149,149,1,0,15,0
"650","VHEmP2OqMYGIjUWLUA3x8CMYOvqIs/fKpTAItHh8EbA=",0,1,4,27,2,7,20160510,41,30,149,149,1,0,10,0
"651","ocQKvBWIJ+mL1HtmP637J+43c3q1GadpeBCmyqICa7E=",0,1,13,25,2,9,20130228,35.962962962963,29.037037037037,136.222222222222,141.740740740741,1,0.037037037037037,27,-5.51851851851852
"652","IxqMruRNNQXpa+ppeK672MU6GDOZ686crlBd0gI0954=",0,1,15,36,1,7,20150910,41,30,99,99,1,0,18,0
"653","fb5GSGuy/RD3ioPO+w2aDJ7L3/RFzXDBBETyeMs+BUY=",0,1,4,37,2,3,20140615,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"654","bTOS3RIHkuFrbhasMp1xX7hgh2EFN8LI1AzV0TGti5w=",1,1,6,23,1,3,20130206,38,30,149,149,0,0,24,0
"655","deoIVwXacQdnAsyXAMwWGFFIl/J6ne5Ie2MUUgGL/+w=",0,1,13,23,2,7,20161008,41,30,149,149,1,0,5,0
"656","x1ZUpo0uLuVMByRE7q9YVOFV5KrI5k41X96blY2lvvM=",0,1,13,41,2,7,20160526,41,30,99,99,1,0,10,0
"657","CuJNvKicEoKjyqKfjicl+yNo8XLQ/ufHCI9LFX9SfU0=",0,1,22,28,1,3,20120730,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"658","J2N+JaO1ee/qVLTY/ZjxujL3bCs1pXjhSv6vSfB6b7c=",1,0,4,30,2,9,20070911,32.2,150,458.6,458.6,0.2,0.2,5,0
"659","pU3qw8OokAeqMFR5L6gUJzy3Q9u84MfHdgylfJiUSGU=",0,1,13,28,1,9,20070816,40,28.9615384615385,143.269230769231,149,1,0.0384615384615385,26,-5.73076923076923
"660","7FqbBVh2jAcyNAAjMzGkM+NmwCIoywvTtZiXDh24C9k=",0,1,5,28,2,3,20160510,37,30,149,149,1,0,10,0
"661","uv5Q4eVumlHeIb/Xyv6MqUw10yuWlZ1pH+db3cSg2pU=",0,1,8,35,1,9,20070526,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"662","3We4EM+weRAoza4Hr6rac1RIfcPLdCVveA3b3qmGwAw=",1,0,5,19,2,3,20150512,37.8,28.4666666666667,139.066666666667,139.066666666667,0,0,15,0
"663","fnnvW+ISjNWP/f1uw2grgkeFQCEx1ioBV2E+i6XdM+8=",0,1,22,24,2,9,20090426,37.4,37.4,149,149,0.6,0,5,0
"664","xncjsSrVTtxwUYseBwkarS7wwiBVme118s/qa4QOaZs=",0,1,13,25,1,9,20110814,37,30.1923076923077,149,149,1,0,26,0
"665","chbRKUgtqc2iE+LS3e5c8dN35xrucTiHF47zdD/usCQ=",0,0,13,29,1,7,20150407,41,28.75,116.958333333333,122.333333333333,1,0.0416666666666667,24,-5.375
"666","OtQDRHrP0NLtFyMG/Dje3YmnL6N7zziaCsLksitl1z4=",0,1,15,18,2,9,20160416,37,30,169.666666666667,169.666666666667,1,0.333333333333333,3,0
"667","nM0ruJLlGlBn7/JDZgYh8n0SuYaMg58OFfDmfRDDD4Q=",1,0,13,33,1,9,20070520,39.8260869565217,28.8695652173913,142.521739130435,149,0.91304347826087,0.0434782608695652,23,-6.47826086956522
"668","Ee3zF/sX1zq3S2iS6n3GfwM9Zf86t6OMV5ed3ETAcqA=",1,0,15,43,1,9,20060612,40,30,149,149,1,0.105263157894737,19,0
"669","dzWzATftX7TPDl3/eF09yE5G7Anq+bzLmBIBVJZOV6c=",0,0,15,29,2,9,20110219,33.5,208.5,894,894,0,0,2,0
"670","ZCx+aSn1L8l7clZR3KEBIGyMhD+vlbrkDL5r8DHXm2I=",0,1,14,33,1,9,20100926,33,21.4285714285714,106.428571428571,149,1,0,21,-42.5714285714286
"671","d5q0IVYP1MunAUcPsCGeGHlXQsMKv5Z720LjnAT+/3M=",0,1,1,51,2,4,20161114,29,30,180,180,0.5,0,4,0
"672","/apd00024PutW8MdA48/3KsU2+XsyaQZQlhXUcQQlVk=",0,0,14,26,2,3,20120923,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"673","24a763fSqVF6LF1dagwurK5wDSOGa2ObSk4dvvasXAU=",0,1,15,41,2,9,20120902,38.5714285714286,28.7142857142857,146.333333333333,153.428571428571,1,0.0952380952380952,21,-7.09523809523809
"674","ye3kz5LkXaOLPLqURAaYTEAnMgrJnoPs8A004eyp8CA=",1,0,5,38,1,9,20131008,32,180,536,536,0,0,3,0
"675","vz7zTuOvaQUzJrb9+1xl8iGWvO31zjuCIYo2nrWZnsA=",0,1,13,27,2,9,20130616,23,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"676","AZLog+nDT2FhqQLMMd3Zrzu6elB9ipgQ3HyGGm/ZI4I=",0,1,8,48,1,9,20080503,31,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"677","g8EKNc9em3ECd1dhBZ+wFu+YQwCWMuLSrHdkKV2/+ZM=",0,1,5,45,1,9,20060203,19,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"678","J2rMP+ZAQQdPA3D9ORBXCiJ48j7trEiOBNKxA8jYg6E=",0,1,22,28,2,9,20111129,37,28.9615384615385,143.269230769231,149,1,0,26,-5.73076923076923
"679","fGXu6XP2o4vRehyWXKzvoe8XJ3g8b/8IDYiTdhjhPA8=",0,1,5,30,1,7,20130810,40.4444444444444,28.8888888888889,143.481481481481,143.481481481481,1,0.037037037037037,27,0
"680","2cdTJtcrnOsl+GUYJ8Ztq1uyODHbfyHb4gI4Pj9SgQY=",0,0,15,19,1,3,20160604,38,30,149,149,0,0,5,0
"681","yf5g79/a3GQ2Mn1RHhaHsTk2UfomcJ9tJY50sNq+9so=",0,1,14,36,2,9,20080623,32.9285714285714,26.9285714285714,133.035714285714,149,1,0.0357142857142857,28,-15.9642857142857
"682","630bgwe5GpqWqZk4AHl94JzVwiB/YssWhqmoEig5jRc=",0,0,3,32,1,7,20151213,41,30,99,99,1,0,14,0
"683","MB8/V/fx8GPkciLIWtzdhpnyt7WiaKV4xxerYMDf6q0=",0,1,15,33,1,3,20130329,35.5,77.5,381,381,0.75,0,8,0
"684","qTEUDdoOUE7dwqXHWWmEYZqb1qZOPN0qYwcmGI0p9BM=",1,0,5,28,2,9,20160101,38,410,1788,1788,0,0,1,0
"685","owQLWyzboRM1Cp2EmEdpOk0ivlcj2o6pxp7aEQGI9G4=",0,1,13,37,2,7,20100517,37.7777777777778,30.1481481481481,161.777777777778,161.777777777778,0.851851851851852,0.037037037037037,27,0
"686","erHcNB5S8fs7gVYTtQ+gXR9f7/vTkvIEA/NWw8I1qLg=",0,1,5,34,1,7,20160427,41,30,99,99,1,0,11,0
"687","gsNgr0kMqbN6tHQIDUu4jvhUK6ri411RahYVbolHaZg=",0,1,12,28,2,7,20120916,41,28.8888888888889,133.851851851852,129.37037037037,1,0,27,4.48148148148148
"688","sTRm58NcZi+wInaaSFCmcRyQFcDey4nWMkW/en5QRyA=",1,1,21,29,1,9,20130914,39,28.65,141.55,149,1,0.05,20,-7.45
"689","RW9u6wb7nSJWL6Qf+QNgnUxZtZCXltjfXIHduq6mPlY=",0,1,14,25,2,7,20141005,41,28.8461538461538,143.269230769231,138.615384615385,1,0,26,4.65384615384615
"690","gi1rjqg3ClQsater5tw9nq0Qr+N6JVZx1uOpY7y12VI=",1,0,14,25,1,3,20140516,39,28.5789473684211,141.157894736842,149,1,0.0526315789473684,19,-7.84210526315789
"691","QKCkn8tVk3vPSHWi8Slh2eKjhxT8yLUB2sW01NHBtPg=",0,0,13,26,1,9,20161002,37,30,149,149,1,0,5,0
"692","u4Rhh2cwgDdH67UP87KvMQnTfo89SlzFrb9a6f926dE=",0,1,22,30,1,4,20160622,40,30,149,149,1,0,9,0
"693","5ZZOXFAJ7j6hf/qm5DTaQ3XmXWu2XzHJR1P+NXgnEaA=",0,0,13,29,2,9,20040907,32,180,536,536,0,0,3,0
"694","1X51v/GVVdU2Zz9iH570PW4e9tfDQddygpQY4H+65uI=",0,1,13,25,1,3,20131222,38,30,149,149,0,0,15,0
"695","h7UfvjqbntuecSPOXQnrRoioloUBBKYR0bXxmuoJkjg=",0,1,13,33,1,7,20100723,41,28.8,129.04,125.4,1,0.08,25,3.64
"696","rT1TxlhMsZ3ToBi6dHJGkTL7MtN84/HfBPWDFGoEaMY=",0,1,6,27,2,7,20110804,41,28.8461538461538,143.269230769231,149,1,0,26,-5.73076923076923
"697","+HwCZXLdHh+DBQtXbcertc/jqmDBygl0JjccgWrzvTo=",0,1,13,30,2,9,20070214,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"698","kMGbcoS4mYH+KYA/u7hBYfDgfvZa36uPBkyjxYs+0GI=",1,0,17,31,1,7,20131210,40.76,27.88,119.08,125.04,0.96,0.08,25,-5.96
"699","luk03Jp4NViuCFPOcMp72aj0BlkSQHTtFK74r7MCkkE=",0,1,11,23,1,4,20160516,38,30,149,149,0,0,9,0
"700","TZbvUewlD2rofjSZLltERInGlfyn2QrumZwW8e/kDV8=",0,1,5,56,1,3,20150708,38.2142857142857,30,149,149,0.214285714285714,0.0714285714285714,14,0
"701","bIQ+n7D2dXB9J5o/xKTEVcHnNthMscdhavk8xJSdmKk=",0,1,5,34,1,7,20130216,41,30,140.111111111111,140.111111111111,1,0,27,0
"702","Kjbs0OHb3k63YvpTvmPT1kzQcHQG9V0dkvo0FeLeTw0=",0,1,22,29,1,9,20090713,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"703","RkeF2lhn4q52J9KAkX/xZMN4KSYoeuHQkBXTIcDijO0=",0,1,22,31,2,9,20111126,33,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"704","H50dlzlnLp968E5LOfiHFpIaf1KX95xv7fNwgCVTsPo=",0,1,15,46,1,3,20140407,33,22.1739130434783,110.130434782609,149,1,0,23,-38.8695652173913
"705","2WyvHGl4QqJG7LHxTVLCvmiwM4GX0D+IqfMgVypPzlU=",0,1,5,25,1,7,20160220,41,30,99,99,1,0,13,0
"706","i3otm72kmbXB+8Y88e9H95HQx0IlZvDVn/0hQqs7iq8=",0,1,4,38,2,7,20100801,41,28.8461538461538,143.269230769231,149,1,0,26,-5.73076923076923
"707","6uNIVMpkSZxqp4q+lO0NmW6aTgFCnwOLXpOf5R2qfe0=",0,1,14,43,2,9,20070805,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"708","llmue6J7BrqrVmAWDyzMSzQBBTwPAffEPCiFTDSe+R0=",0,1,5,26,2,9,20080724,34,21.8181818181818,108.363636363636,149,1,0,22,-40.6363636363636
"709","qa2uqo8vcOCbk5zZlEVtxnVs715C7EAhXQrbSAjh+7w=",0,1,5,35,1,9,20040725,37,30.1538461538462,149,149,1,0,26,0
"710","K+EsuU/ms5QEppUJeEu61wxbB0Ho6nTyP/WUgXvJfEs=",0,0,15,25,1,3,20140814,36.0952380952381,28.5714285714286,154.238095238095,161.380952380952,0,0,21,-7.14285714285714
"711","KwY/Rs3TwjdM/hHA7tjrWOAZK1NIrhP2bWygRFDfXC0=",0,1,15,35,1,9,20100519,40,30.1538461538462,149,149,1,0,26,0
"712","vuxLvu11+cvWtO3FNJNhQkVfUSi9zI1gDASA0ovJjG4=",0,0,5,24,2,4,20160805,29,30,180,114.545454545455,0.636363636363636,0.0909090909090909,11,65.4545454545455
"713","cjJOqqeCp9wVlHFj+JJVcFF8viTq4Q+o1TjH8yEuEaY=",0,1,4,34,1,9,20100601,39,28.5789473684211,141.157894736842,149,1,0,19,-7.84210526315789
"714","Jd9fyPyIMuRJ6SrYQJSJw/DYisIf/ExDBFt9gv+m+bI=",0,1,4,22,2,7,20160611,41,30,99,99,1,0,9,0
"715","UgDawVO0R7Q+yBHTYOuOw33UzYm0j5NbPC+4T9abdgE=",0,0,5,21,1,9,20111228,38,410,1788,1788,0,0,1,0
"716","PwJz6tH+QzfqJpuyNq8DN0vF3BVe0ejN/lAfIKZZ76s=",0,1,5,35,2,9,20111005,40,29,143.269230769231,149,1,0,26,-5.73076923076923
